nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.039799643697038256e+00,-5.290944481424684653e+00,-4.024666201582472347e+00,-2.300540634899648218e+00,3.178652747024862113e-01,-1.507126026691951060e+00,3.530403968440281037e-01,1.655222420405856099e+00,3.176009339133147868e+00,3.137805895325961991e+00,4.639181632526882204e+00,4.421713160868368853e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9.321299939171703741e+00,-7.912128417916141743e+00,-7.425586251729921372e+00,-5.381551111331733139e+00,-5.281939753463316123e+00,-4.529410220169896917e+00,-3.913224745700194962e+00,-2.191057637600770214e+00,-1.801433503303818906e+00,-1.317365441703684636e+00,3.185374709741622290e+00,1.887650009167196163e+00,1.947738892040108194e+00,3.042796132555811717e+00,4.330939470098196686e+00,5.471786513661137441e+00,5.827126727645739024e+00,6.272428176600547189e+00,7.990812941160656990e+00,9.511449889551840897e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.217026425469460804e+01,-1.105834646602238536e+01,-1.052079596502721870e+01,-8.578918654842208724e+00,-7.789866716536069546e+00,-6.540793041271134811e+00,-5.747385821850702570e+00,-5.351399041806232049e+00,-4.338263831196567999e+00,-3.769725020533747362e+00,-2.708063503295963681e+00,-1.547713727055465949e+00,4.254977819722129961e-01,1.802567613267901381e-01,2.301680809236465564e+00,3.670308139860970265e+00,3.676808448465938461e+00,5.163762482730428260e+00,6.207927784338062693e+00,6.734498784103521984e+00,7.077876813605973538e+00,7.143795529376865794e+00,7.950192843297001488e+00,8.899406663433708786e+00,1.151562552934629657e+01,1.234428232546746429e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.255603543012610857e+01,-1.299990591402301554e+01,-1.375803569931849601e+01,-1.221378810492813649e+01,-1.047118510839259997e+01,-1.072051429221462904e+01,-8.671388248747511796e+00,-6.557396345213761357e+00,-6.994942982960207445e+00,-6.623347923994117536e+00,-5.743840415337078120e+00,-3.153763405874321357e+00,-3.356501302266460929e+00,-2.268369839724658998e+00,-4.778205486494395693e-01,7.737357538868566698e-01,2.107952430618992956e+00,3.151058755955005619e+00,3.648683525731279520e+00,4.487136893506313839e+00,5.854437835206717011e+00,7.144350725062706964e+00,8.954638729944491615e+00,8.594401697938575779e+00,9.249118101323952956e+00,1.081218148213624630e+01,9.201138373463191300e+00,1.126604230867349976e+01,1.099495395047403790e+01,1.301335986265412181e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.389469017965524600e+01,-1.336177960177556479e+01,-1.288608987466398759e+01,-1.338266843385765270e+01,-1.158217252375409068e+01,-1.127278546595891306e+01,-9.916407807300140931e+00,-9.270050144267676373e+00,-9.081867995831798268e+00,-8.310146046596157632e+00,-7.082933151879716505e+00,-6.157898376670896567e+00,-5.592361991242655428e+00,-5.399875584640631665e+00,-2.823817439989318778e+00,-1.834312240951518680e+00,-3.817972942431529376e-02,1.187718864780186179e+00,1.673699837707914417e+00,3.464841265735504550e+00,3.972876166953340338e+00,4.684262375439124604e+00,5.679984054558188333e+00,6.891910469304248998e+00,8.626977585064162568e+00,8.176701646306218763e+00,9.732000888073606859e+00,1.109447920595478720e+01,1.313397186320048426e+01,1.317146546836190169e+01,1.274824398829809269e+01,1.417677130394751117e+01,1.524424805313809195e+01,1.660383916671183968e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.634940161484690080e+01,-1.513941044370022304e+01,-1.461294075290681960e+01,-1.580002041203151819e+01,-1.316024964929411745e+01,-1.502273073478098908e+01,-1.219078587545763170e+01,-1.310658591747906243e+01,-9.766443656365307646e+00,-8.266847062957305425e+00,-8.199052171293619296e+00,-7.733351237773154807e+00,-7.454742751573473214e+00,-5.304464641337515829e+00,-5.224797420692026684e+00,-4.476359882732804607e+00,-2.564010657713194696e+00,-1.621614046831466149e+00,-2.736415213377733080e-01,1.390435309947312792e+00,2.099215134683507067e+00,2.567079692020973525e+00,4.416051760873490828e+00,4.340528829791208132e+00,6.012563115752307397e+00,6.720995719166267257e+00,7.260472253433947643e+00,8.282059436658729012e+00,1.013727294734955109e+01,1.124924985679972878e+01,1.411547632718807321e+01,1.193804899314877588e+01,1.351098586200578566e+01,1.560037716066446478e+01,1.443194881421825038e+01,1.501040908753179615e+01,1.668708871770252600e+01,1.693851759590094375e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.717588256525725043e+01,-1.608218689882824748e+01,-1.572119008888047986e+01,-1.502531147053067251e+01,-1.459611220574741708e+01,-1.455296032285877494e+01,-1.356074732856536436e+01,-1.323549564827203717e+01,-1.187444428621231829e+01,-1.229449565215622719e+01,-9.480992388540114391e+00,-7.768424687889697644e+00,-8.474693365147418334e+00,-7.538051958956310195e+00,-6.313966728331590339e+00,-5.505196309464408522e+00,-4.577856916413509225e+00,-3.363451206475640554e+00,-1.838637937957869006e+00,-1.831369408550170164e+00,-1.482980291776634096e-01,1.433357587163009539e+00,3.387766557587779115e+00,4.537741346261872089e+00,5.581318386984865043e+00,5.815233023715294713e+00,6.633650569357125271e+00,8.629314864862301704e+00,1.098047238562439354e+01,8.959189466952407699e+00,1.074056762187978542e+01,1.277728343726860771e+01,1.203577173442727499e+01,1.443546703102342121e+01,1.401420519134220122e+01,1.504793844243466161e+01,1.492950207799949958e+01,1.616357919444277158e+01,1.675913547899379097e+01,1.700498053164987056e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.870968796489238528e+01,-1.842452518575256804e+01,-1.732414563070043556e+01,-1.664977056290139146e+01,-1.627665670379711926e+01,-1.493007304934864621e+01,-1.495327402384878468e+01,-1.443098733258169197e+01,-1.432503668296205923e+01,-1.224901108133498973e+01,-1.098354705961495803e+01,-1.176420836323983998e+01,-1.021088246829983603e+01,-9.906199525981289611e+00,-8.171140832442210566e+00,-7.849401040681394548e+00,-5.978973846776502121e+00,-4.468517892446723927e+00,-3.930243575226965991e+00,-2.306294542230924449e+00,-1.518633395968059796e+00,5.157225224008464559e-02,6.520697858821060677e-01,2.343858484420820343e+00,3.247340239196010447e+00,3.915937166002127601e+00,6.165880813497353508e+00,6.954247355770771577e+00,6.987365886734564491e+00,8.031432714147538121e+00,9.540592456572916547e+00,1.067280942112285658e+01,1.134070826355000072e+01,1.269580660350924717e+01,1.331725140957169806e+01,1.370015798440532784e+01,1.488905928367989162e+01,1.569475254369062966e+01,1.553927106105228262e+01,1.729315234921864786e+01,1.763396017941443716e+01,1.788611948191945800e+01,1.766747227798678210e+01,1.854874308646082071e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.723006594351073062e+01,-1.686792055954825642e+01,-1.739433912076752975e+01,-1.557916727939440094e+01,-1.659513363265147845e+01,-1.575086116368582978e+01,-1.530814243440811850e+01,-1.500446500900966207e+01,-1.478013963860256474e+01,-1.320957413424324223e+01,-1.141632893198386967e+01,-1.187667126803905226e+01,-1.302928877968302324e+01,-9.982663783862960827e+00,-9.115165259059354597e+00,-9.004934164796914331e+00,-7.065526939211585145e+00,-7.019493067168330214e+00,-5.757552132201192663e+00,-3.651414286389488950e+00,-3.288306124043056222e+00,-2.024917625381541075e+00,-9.654828257671037584e-01,1.102808991349936818e+00,1.734109767528325907e+00,2.888137119126597430e+00,4.427369962466035425e+00,6.180904842705565727e+00,6.769112688905609687e+00,6.999647187409228977e+00,8.463346277328630762e+00,9.026020567522207827e+00,1.016898346098086137e+01,1.240802394308621714e+01,1.271822630969411527e+01,1.319391637408844176e+01,1.341737845952205355e+01,1.475851952292876845e+01,1.440230466728755232e+01,1.605811421067782163e+01,1.626805158687910691e+01,1.593339564324655022e+01,1.637970612624829414e+01,1.756387121833843779e+01,1.845607771961376997e+01,1.849307787027635541e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.907232942720287028e+01,-1.861032587067924027e+01,-1.815574030653843707e+01,-1.668019074323489903e+01,-1.754129675766926155e+01,-1.754323637334289998e+01,-1.672871244937688218e+01,-1.581698133289796004e+01,-1.548225585856997100e+01,-1.576775561145024085e+01,-1.455022530944158099e+01,-1.437868510487545670e+01,-1.211464157104661155e+01,-1.012307857429490454e+01,-1.140939407103445014e+01,-9.460037525877421416e+00,-9.160158731322884051e+00,-7.141828081250939597e+00,-6.311950942509321649e+00,-5.103590573967784039e+00,-3.945250293712039724e+00,-2.712666788818461683e+00,-1.245252267791335798e+00,-4.635232728644089195e-01,1.349146285640290044e+00,1.858375783863460251e+00,2.660840319710971347e+00,5.743128540272429916e+00,6.125439332451630747e+00,5.716834901331983687e+00,7.198433587952655088e+00,8.036518988280338505e+00,8.999390753662767750e+00,1.073596493704680199e+01,1.202905158178178624e+01,1.190309020663064210e+01,1.200447151401676216e+01,1.445902919558480981e+01,1.493968143564272388e+01,1.523660322386606047e+01,1.563522081127907271e+01,1.562053181012910841e+01,1.723207883392563033e+01,1.548169169841573201e+01,1.818537947179689240e+01,1.771294617216595313e+01,1.858972732324681232e+01,1.872406013570669714e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
